commonName,delays,diameter,infoUrl,totImpulseNs,manufacturer,burnTimeS,propInfo,length,avgThrustN,dataFiles,impulseClass,sparky,caseInfo,propWeightG,certOrg,motorId,availability,maxThrustN,totalWeightG,designation,updatedOn,type,mfgID
J337,,54.0,,1073.0,Sky Ripper Systems,3.0,"ABS/B, 830cc nitrous",749.0,347.0,1,J,False,54/830,91.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000221,OOP,1876.0,1338.0,J337B,2019-04-17,hybrid,SkyR
J1265,"6,8,10,12,14",54.0,,1073.3,AeroTech,0.85,Super Thunder,397.0,1261.1,1,J,False,,507.0,"Tripoli Rocketry Association, Inc.",63bb65281d26f30004b4b07b,regular,1745.3,1095.0,J1265T,2023-01-09,SU,AeroTech
J395,P,54.0,,1079.3,Animal Motor Works,2.74,Red Rhino,326.0,392.5,1,J,False,AMW 54-1050,573.0,Canadian Association of Rocketry,5f4294d20002310000000266,regular,470.2,1268.0,1079J395-P,2021-06-13,reload,AMW
J1520,"7,8,9,10,11,12,13,14,15,16,17",54.0,,1092.5,Cesaroni Technology,0.71,Vmax,329.0,1519.8,1,J,False,Pro54-3G,537.0,Canadian Association of Rocketry,5f4294d20002310000000231,regular,1686.8,1026.0,1092J1520-17A,2019-04-17,reload,Cesaroni
J642,,54.0,,1092.6,Contrail Rockets,1.72,,922.0,633.66,2,J,False,,450.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000128,regular,1493.92,1791.0,J642-BG,2019-04-17,hybrid,Contrail
J325,P,54.0,,1099.0,Animal Motor Works,3.37,Tamed Tiger,326.0,326.1,1,J,False,AMW 54-1050,537.0,Canadian Association of Rocketry,5f4294d20002310000000265,regular,540.3,1230.0,1099J325-P,2021-06-13,reload,AMW
J400,,54.0,http://nar.org/SandT/pdf/Animal/J400.pdf,1100.0,Animal Motor Works,2.6,Red Rhino,326.0,400.0,2,J,False,AMW 54-1050,558.0,National Association of Rocketry,5f4294d20002310000000117,OOP,,,RR-54-1050,2019-04-17,reload,AMW
J820,,54.0,,1108.0,Loki Research,1.3,Loki White,330.0,840.0,2,J,False,54/1200,643.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000207,regular,1281.0,1210.0,J820-LW,2019-04-17,reload,Loki
J440,P,54.0,,1109.0,Animal Motor Works,2.48,Blue Baboon,326.0,441.7,2,J,False,AMW 54-1050,528.4,Canadian Association of Rocketry,5f4294d20002310000000288,regular,662.1,1229.0,1109J440-P,2019-04-17,reload,AMW
J525,,54.0,,1112.5,Loki Research,2.1,Loki White,330.0,525.0,2,J,False,54/1200,625.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000122,regular,640.8,1240.0,J525-LW,2019-04-17,reload,Loki
J535,,54.0,,1113.8,Gorilla Rocket Motors,2.07,Blue Typhoon,326.0,535.0,1,J,False,54/1050,635.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000430,OOP,662.35,1225.0,J535BT,2019-04-17,reload,Gorilla
J228,,38.0,,1115.3,Ellis Mountain,5.0,,562.0,228.0,2,J,False,SU 38x562,569.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f4,OOP,616.0,839.0,J228,2019-04-17,SU,Ellis
J401,"6,8,10,12,14",54.0,,1115.38,AeroTech,2.8,Black Max,325.0,408.88,2,J,False,RMS-54/1280,511.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000024a,regular,479.99,912.0,J401FJ,2019-04-17,reload,AeroTech
J530,"6,8,10,12,15",38.0,,1115.5,Cesaroni Technology,2.1,Imax,500.0,531.2,2,J,False,Pro38-6GXL,576.5,Canadian Association of Rocketry,5f4294d2000231000000029f,regular,828.8,977.0,1115J530-15A,2019-04-17,reload,Cesaroni
J130,15,76.0,,1118.1,Kosdon TRM,6.9,Slow,244.0,161.8,0,J,False,,610.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000362,OOP,,,J130S,2019-04-17,reload,Kosdon
J450,,54.0,,1120.76,Gorilla Rocket Motors,2.57,Black Lightning,402.0,442.46,1,J,True,54/1400,658.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f5,OOP,601.83,1454.54,J450BL,2019-04-17,reload,Gorilla
J365,,54.0,,1125.0,Animal Motor Works,3.16,Skidmark,403.0,365.0,2,J,True,AMW 54-1400,702.3,National Association of Rocketry,5f4294d20002310000000113,OOP,,1459.3,SK-54-1400,2019-04-17,reload,AMW
J416,,54.0,,1130.0,Contrail Rockets,2.75,,922.0,411.0,2,J,True,,,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000011b,regular,1038.3,1700.0,J416-SP,2019-04-18,hybrid,Contrail
J480,17,54.0,,1144.2,Kosdon TRM,2.2,Fast,326.0,523.2,0,J,False,,522.5,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035e,OOP,,,J480F,2019-04-17,reload,Kosdon
J175,,54.0,,1146.3,Loki Research,5.3,Loki White,330.0,215.0,2,J,False,54/1200,654.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000206,regular,478.0,1250.0,J175-LW,2019-04-17,reload,Loki
J540,"6,8,10,12,14",54.0,,1161.0,AeroTech,2.15,Redline,314.0,540.0,2,J,False,RMS-54/1280,679.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000124,regular,,1084.16,J540R,2019-04-17,reload,AeroTech
J510,"6,8,10,12,14",38.0,,1162.0,AeroTech,2.27,White Lightning,584.2,509.9,2,J,False,RMS-38/1320,662.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000030a,regular,1041.7,1080.0,J510W,2019-04-17,reload,AeroTech
J480,,54.0,http://nar.org/SandT/pdf/Animal/J480.pdf,1165.0,Animal Motor Works,2.4,Blue Baboon,326.0,480.0,2,J,False,AMW 54-1050,556.0,National Association of Rocketry,5f4294d20002310000000120,OOP,,,BB-54-1050,2019-04-17,reload,AMW
J250,7,76.0,,1166.9,Kosdon TRM,4.27,Fast,244.0,274.4,0,J,False,,596.5,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000363,OOP,,,J250F,2019-04-17,reload,Kosdon
J260,,54.0,,1170.22,AeroTech,4.5,,709.0,260.05,2,J,False,RMS-54/1280,558.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000fb,OOP,598.97,1574.0,J260HW_3JET_EFX,2022-06-15,hybrid,AeroTech
K1720,,54.0,,1176.2,Animal Motor Works,0.68,Scalded Tiger,403.0,1722.3,1,K,False,AMW 54-1400,592.0,Canadian Association of Rocketry,5f4294d20002310000000271,regular,2007.2,1351.0,1176K1720-P,2021-06-13,reload,AMW
J355,"7,8,9,10,11,12,13,14,15,16,17",54.0,,1189.5,Cesaroni Technology,3.37,Red Lightning,329.0,353.3,1,J,False,Pro54-3G,669.0,Canadian Association of Rocketry,5f4294d20002310000000226,regular,434.3,1175.0,1190J355-17A,2019-04-17,reload,Cesaroni
J295,"6,7,8,9,10,11,12,13,14,15,16",54.0,,1196.3,Cesaroni Technology,4.0,Classic,320.0,298.0,2,J,False,Pro54-3G,594.0,Canadian Association of Rocketry,5f4294d20002310000000103,regular,450.52,1119.0,1195J295-16A,2021-06-13,reload,Cesaroni
J745,P,54.0,,1196.4,Animal Motor Works,1.61,Wild Wolf,326.0,742.8,1,J,False,AMW 54-1050,549.0,Canadian Association of Rocketry,5f4294d20002310000000269,regular,864.2,1220.0,1196J745-P,2021-06-13,reload,AMW
J125,,54.0,,1202.4,AeroTech,7.75,White Lightning,368.0,125.0,2,J,False,SU 54x368,638.7,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e3,OOP,338.9,1288.0,J125W,2019-04-17,SU,AeroTech
J300,P,54.0,,1208.0,Loki Research,4.1,Loki Red,327.0,297.0,2,J,False,54/1200,620.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000433,regular,401.0,1315.0,J300LR,2019-04-17,reload,Loki
J140,P,54.0,,1210.6,Cesaroni Technology,8.47,White,329.0,142.9,2,J,False,Pro54-3G,680.0,Canadian Association of Rocketry,5f4294d200023100000003a5,regular,221.8,1279.8,1211J140-P,2019-04-17,reload,Cesaroni
J1799,P,54.0,,1214.8,AeroTech,0.61,Warp 9,330.0,1963.39,2,J,False,RMS-54/1280,591.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001cf,regular,2965.88,1111.0,J1799N,2019-04-17,reload,AeroTech
J1000,"7,9,12,15",38.0,,1220.0,Loki Research,1.25,Loki White,625.0,976.0,2,J,False,38/1200,573.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ee,regular,1400.0,1143.0,J1000-LW,2019-04-17,reload,Loki
J800,"6,8,10,12,14",54.0,,1229.11,AeroTech,1.76,Blue Thunder,316.0,696.5,2,J,False,RMS-54/1280,618.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000129,regular,1001.0,1085.95,J800T,2019-04-17,reload,AeroTech
J415,"6,8,10,12,14",54.0,,1231.7,AeroTech,2.88,White Lightning,314.0,415.0,2,J,False,RMS-54/1280,693.3,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000011a,regular,732.8,1168.0,J415W,2019-04-17,reload,AeroTech
J475,P,54.0,,1233.4,Animal Motor Works,2.6,Blue Baboon,403.0,475.4,2,J,False,AMW 54-1400,704.5,Canadian Association of Rocketry,5f4294d20002310000000289,regular,627.5,1493.0,1233J475-P,2019-04-17,reload,AMW
J295,17,54.0,,1243.2,Kosdon TRM,4.03,Dirty Harry,403.0,306.0,0,J,False,,792.8,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035f,OOP,,,J295DH,2019-04-17,reload,Kosdon
J261,,54.0,,1248.0,Sky Ripper Systems,4.9,"ABS/G, 830cc nitrous",749.0,262.0,1,J,False,54/830,91.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000222,OOP,2354.0,1338.0,J261G,2019-04-17,hybrid,SkyR
J263,,54.0,,1248.0,Sky Ripper Systems,3.5,"ABS/G, 830cc nitrous",749.0,323.0,1,J,False,54/550,89.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000220,OOP,2354.0,1338.0,J263G,2019-04-17,hybrid,SkyR
J449,"5,6,7,8,9,10,11,12,13,14,15",54.0,,1260.5,Cesaroni Technology,2.754,Blue Streak,321.0,448.5,2,J,False,Pro54-3G,624.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002d7,regular,589.5,1122.0,1261J449-15A,2019-04-17,reload,Cesaroni
J760,"9,10,11,12,13,14,15,16,17,18,19",54.0,,1265.7,Cesaroni Technology,1.67,White Thunder,329.0,757.7,2,J,False,Pro54-3G,576.0,Canadian Association of Rocketry,5f4294d200023100000003a8,regular,937.3,1076.8,1266J760-19A,2019-04-17,reload,Cesaroni
J1026,P,38.0,,1267.0,Loki Research,1.2,Cocktail,625.5,1026.0,2,J,False,38/1200,616.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000439,regular,1212.0,1172.0,J1026CT,2019-04-17,reload,Loki
J390,,54.0,,1280.0,AeroTech,3.28,,709.0,390.0,2,J,False,RMS-54/1280,391.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000116,OOP,,,J390H-TURBO,2022-06-15,hybrid,AeroTech
K360,"3,4,5,6,7,8,9,10,11,12,13",54.0,,1280.9,Cesaroni Technology,3.52,White,329.0,363.6,2,K,False,Pro54-3G,708.2,Canadian Association of Rocketry,5f4294d200023100000003be,regular,405.5,1232.0,1281K360-13A,2019-04-17,reload,Cesaroni
K456,"6,8,10,12,14",54.0,,1281.0,AeroTech,2.89,Dark Matter,401.0,438.0,2,K,True,RMS-54/1706,866.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003c7,regular,534.0,1484.0,K456DM,2019-04-17,reload,AeroTech
K1127,"5,7,11,14",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Blue%201200%20case.pdf,1285.0,Loki Research,1.24,Loki Blue,625.5,1029.0,2,K,False,38/1200,624.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000043a,regular,1428.0,1172.0,K1127-LB,2021-07-24,reload,Loki
K240,,81.0,,1292.0,Hypertek,5.38333333333333,,552.0,240.0,2,K,False,,799.2,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000012f,regular,,1807.23,835CC125J-K240,2019-04-17,hybrid,Hypertek
K750,P,75.0,,1298.73,AeroTech,1.74,Super Thunder,267.0,746.56,1,K,False,RMS-75/1280,595.0,"Tripoli Rocketry Association, Inc.",627bbef01b11ab0004a4bb20,regular,835.69,1947.5,K750ST,2022-05-11,reload,AeroTech
K555,,54.0,,1300.0,Animal Motor Works,2.36,Skidmark,492.0,555.0,2,K,True,AMW 54-1750,862.0,National Association of Rocketry,5f4294d20002310000000147,OOP,,,SK-54-1750,2019-04-17,reload,AMW
K400,"6,8,10,12,14",54.0,,1304.0,AeroTech,3.2,Classic,359.0,409.0,2,K,False,,493.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000450,regular,546.0,1194.0,K400C,2019-04-17,SU,AeroTech
K222,,54.0,,1314.465,Gorilla Rocket Motors,5.9375,White Cloud,402.0,221.56,1,K,False,54/1400,800.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f3,OOP,444.35,1596.54,K222WC,2019-04-17,reload,Gorilla
K1499,P,75.0,,1321.7,AeroTech,0.88,Warp 9,260.0,1499.8,2,K,False,RMS-75/1280,604.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001c6,regular,1720.12,1741.0,K1499N,2019-04-17,reload,AeroTech
K590,,54.0,,1336.5,Animal Motor Works,2.26,Black Bear,403.0,591.2,0,K,False,AMW 54-1400,964.0,Canadian Association of Rocketry,5f4294d20002310000000420,regular,723.9,1717.0,1337K590-P,2021-06-13,reload,AMW
K630,,75.0,,1340.61,Contrail Rockets,2.2,,813.0,609.36,2,K,False,75 32 M SP (1400CC),515.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000150,regular,973.05,3550.0,K630-SP,2019-04-17,hybrid,Contrail
K76,P,54.0,,1349.83,AeroTech,20.22,White Lightning/Warp 9,368.0,66.76,2,K,False,,840.0,"Tripoli Rocketry Association, Inc.",5f7d2b90606b5d00041d9ab1,regular,299.73,1277.9,K76WN-P,2020-10-07,SU,AeroTech
K520,,54.0,,1356.0,Gorilla Rocket Motors,2.61,Red Twister,401.0,520.0,1,K,False,54/1400,698.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000279,OOP,593.14,1442.0,K520RT,2019-04-17,reload,Gorilla
K454,"10,11,12,13,14,15,16,17,18,19",54.0,,1363.7,Cesaroni Technology,3.0,Skidmark,404.0,454.1,2,K,True,Pro54-4G,769.2,Canadian Association of Rocketry,5f4294d200023100000002a9,regular,620.0,1391.0,1364K454-19A,2019-04-17,reload,Cesaroni
K665,P,54.0,,1379.0,Animal Motor Works,2.06,Black Bear,403.0,664.1,1,K,False,AMW 54-1400,964.0,Canadian Association of Rocketry,5f4294d2000231000000026d,regular,830.1,1737.0,1379K665-P,2021-06-13,reload,AMW
K2050,P,54.0,,1384.0,AeroTech,0.73,Super Thunder,383.0,1874.0,3,K,False,RMS-54/1706,674.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000453,regular,2086.0,1292.0,K2050ST,2019-04-17,reload,AeroTech
K707,,75.0,,1385.82,Contrail Rockets,1.98,,813.0,698.0,2,K,False,75 32 M BG (1400CC),159.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000015b,regular,1485.97,3674.0,K707-BG,2019-04-17,hybrid,Contrail
K400,"S,M,L",54.0,,1386.2,Kosdon by AeroTech,3.5,,403.0,400.0,2,K,False,54X403(1400),721.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000139,OOP,578.2,,K400S,2019-04-17,reload,KBA
K475,,54.0,http://nar.org/SandT/pdf/Animal/K475.pdf,1393.99,Animal Motor Works,2.94,White Wolf,403.0,474.15,2,K,False,AMW 54-1400,728.6,National Association of Rocketry,5f4294d20002310000000141,OOP,588.29,,WT-54-1400,2019-04-17,reload,AMW
K475,,54.0,,1393.99,Animal Motor Works,2.94,White Wolf,403.0,474.15,2,K,False,54-1400,728.6,National Association of Rocketry,5f4294d2000231000000046d,regular,588.29,1492.5,K475,2020-02-25,reload,AMW
K555,,54.0,,1396.95,Gorilla Rocket Motors,2.51,Green Tornado,401.0,556.0,1,K,False,54/1400,780.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f1,OOP,665.49,1576.54,K555GT,2019-04-17,reload,Gorilla
K530,,54.0,http://nar.org/SandT/pdf/Animal/K530.pdf,1401.58,Animal Motor Works,2.66,Green Gorilla,403.0,526.91,2,K,False,AMW 54-1400,796.7,National Association of Rocketry,5f4294d20002310000000144,OOP,657.23,,GG-54-1400,2019-04-17,reload,AMW
K2045,"7,8,9,10,11,12,13,14,15,16,17",54.0,,1407.6,Cesaroni Technology,0.69,Vmax,404.0,2045.0,2,K,False,Pro54-4G,716.0,Canadian Association of Rocketry,5f4294d20002310000000232,regular,2231.2,1290.0,1408K2045-17A,2019-04-17,reload,Cesaroni
K530,"6,7,8,9,10,11,12,13,14,15,16",54.0,,1412.0,Cesaroni Technology,2.67,Smoky Sam,404.0,529.0,2,K,False,Pro54-4G,1025.0,Canadian Association of Rocketry,5f4294d20002310000000145,regular,596.4,1639.8,1412K530-16A,2021-06-13,reload,Cesaroni
K630,,54.0,,1414.8,Gorilla Rocket Motors,2.24,White Cloud,402.0,631.0,1,K,False,54/1400,765.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002b4,OOP,827.0,1560.0,K630WC,2019-04-17,reload,Gorilla
K185,"6,8,10,12,14",54.0,,1417.2,AeroTech,6.87,White Lightning,437.0,185.0,2,K,False,RMS-54/1706,836.8,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000012d,regular,404.7,1434.05,K185W,2019-04-17,reload,AeroTech
K533,,54.0,,1419.76,Gorilla Rocket Motors,2.66,Black Lightning,491.0,533.44,1,K,True,54/1750,900.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f8,OOP,699.55,1716.7,K533BL,2019-04-17,reload,Gorilla
K600,"S,M,L,P",54.0,,1428.5,Kosdon by AeroTech,2.38,,403.0,600.0,1,K,False,54X403(1400),724.3,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000014d,OOP,874.0,1415.68,K600F,2019-04-17,reload,KBA
K535,"6,8,10,12,14",54.0,,1434.0,AeroTech,2.8,White Lightning,358.0,535.0,2,K,False,,745.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000040a,regular,655.0,1264.0,HP-K535W,2019-04-17,SU,AeroTech
K700,14,54.0,,1434.25,Kosdon by AeroTech,1.84,Kosdon Fast,406.0,776.146,1,K,False,Kosdon 54-1400,734.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000257,OOP,908.95,1503.0,K700F,2019-04-17,reload,KBA
K62,P,54.0,,1438.5,AeroTech,23.1,Warp 9,274.0,62.54,1,K,False,,831.0,"Tripoli Rocketry Association, Inc.",63bb643e1d26f30004b4b077,regular,258.7,1277.0,K62N,2023-01-09,SU,AeroTech
K535,P,54.0,,1441.8,Animal Motor Works,2.71,Red Rhino,403.0,532.6,1,K,False,AMW 54-1400,764.0,Canadian Association of Rocketry,5f4294d2000231000000026c,regular,633.6,1559.0,1422K535-P,2021-06-13,reload,AMW
K695,,54.0,,1463.04,Gorilla Rocket Motors,2.11,Blue Typhoon,402.0,695.0,0,K,False,54/1400,816.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000425,OOP,922.29,1497.0,K695BT,2019-04-17,reload,Gorilla
K1100,"6,8,10,12,14",54.0,,1472.0,AeroTech,1.61,Blue Thunder,398.0,1100.0,2,K,False,RMS-54/1706,773.3,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000166,regular,2004.0,1336.0,K1100T,2019-04-17,reload,AeroTech
K560,,54.0,http://nar.org/SandT/pdf/Animal/K560.pdf,1480.0,Animal Motor Works,2.6,Red Rhino,430.0,560.0,2,K,False,AMW 54-1400,750.0,National Association of Rocketry,5f4294d20002310000000148,OOP,,,RR-54-1400,2019-04-17,reload,AMW
K455,P,54.0,,1483.0,Animal Motor Works,3.24,Tamed Tiger,403.0,457.1,1,K,False,AMW 54-1400,716.0,Canadian Association of Rocketry,5f4294d2000231000000026b,regular,787.1,1504.0,1483K455-P,2021-06-13,reload,AMW
K513,"6,8,10,12,14",54.0,,1496.27,AeroTech,2.79,Black Max,410.0,556.84,2,K,False,RMS-54/1706,974.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001ee,regular,658.25,1647.0,K513FJ,2019-04-17,reload,AeroTech
K695,"6,8,10,12,14",54.0,,1514.0,AeroTech,2.17841726618705,Redline,410.0,695.0,2,K,False,RMS-54/1706,903.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000158,regular,,1487.36,K695R,2019-04-17,reload,AeroTech
K627,"5,7,11,14",38.0,,1519.0,Loki Research,2.42,Loki Red,625.48,627.0,1,K,False,38/1200,688.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000446,regular,987.0,1236.0,K627LR,2019-04-17,reload,Loki
K160,6,54.0,,1525.5,Cesaroni Technology,9.66,Classic,404.0,157.9,2,K,False,Pro54-4G,772.0,Canadian Association of Rocketry,5f4294d2000231000000037d,regular,282.5,1472.0,1526K160-6,2019-04-17,reload,Cesaroni
K347,,54.0,,1529.0,Sky Ripper Systems,3.57,"ABS/B, 1130cc nitrous",911.0,388.0,1,K,False,54/1130,91.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000223,OOP,1901.0,1542.0,K347B,2019-04-17,hybrid,SkyR
K610,P,54.0,,1531.0,Animal Motor Works,2.5,Skidmark,491.0,612.1,2,K,True,AMW 54-1750,861.0,Canadian Association of Rocketry,5f4294d200023100000002a4,regular,730.6,1765.0,1531K610-P,2019-04-17,reload,AMW
K550,"6,8,10,12,14",54.0,,1539.118,AeroTech,3.879,White Lightning,410.0,396.8,2,K,False,RMS-54/1706,889.1,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000146,regular,655.3,1487.36,K550W,2019-04-17,reload,AeroTech
K321,,54.0,,1569.9,Contrail Rockets,4.89,,1220.0,320.5,2,K,False,54 48 M BG (1490CC),450.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000136,regular,737.97,2043.0,K321-BG,2019-04-17,hybrid,Contrail
K935,P,54.0,,1581.2,Animal Motor Works,1.7,Wild Wolf,403.0,933.2,1,K,False,AMW 54-1400,732.0,Canadian Association of Rocketry,5f4294d200023100000003b5,regular,1072.7,1508.0,1581K935-P,2019-04-17,reload,AMW
K500,"8,9,10,11,12,13,14,15,16,17,18",54.0,,1595.6,Cesaroni Technology,3.2,Red Lightning,404.0,498.2,1,K,False,Pro54-4G,892.0,Canadian Association of Rocketry,5f4294d20002310000000227,regular,607.9,1476.0,1596K500-18A,2019-04-17,reload,Cesaroni
K540,"6,8,10,12,14",54.0,,1596.33,AeroTech,2.85,Metalstorm,401.0,557.4,1,K,True,RMS-54/1706,876.7,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000389,regular,854.0,1275.0,K540M,2019-04-17,reload,AeroTech
K400,"4,5,6,7,8,9,10,11,12,13,14",54.0,,1596.7,Cesaroni Technology,4.01,Green3,404.0,398.6,2,K,False,Pro54-4G,924.3,Canadian Association of Rocketry,5f4294d2000231000000037c,regular,484.5,1551.3,1597K400-14A,2019-04-17,reload,Cesaroni
K250,,54.0,,1607.7,Loki Research,6.48,Loki White,499.0,250.0,2,K,False,54/2000,975.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000131,regular,728.3,1791.0,K250-LW,2019-04-17,reload,Loki
K327,,54.0,,1615.57,Gorilla Rocket Motors,5.18,White Cloud,491.0,326.52,1,K,False,54/1750,1000.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f7,OOP,684.54,1816.7,K327WC,2019-04-17,reload,Gorilla
K690,,54.0,,1616.0,Loki Research,2.35,Spitfire,498.0,687.0,2,K,True,54/2000,1400.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002b0,regular,910.0,2400.0,K690-SF,2019-04-17,reload,Loki
K456,,75.0,,1628.0,Contrail Rockets,3.7,,813.0,439.0,2,K,False,75 32 S BG (1400CC),580.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000013d,regular,1422.0,3704.0,K456-BG,2019-04-17,hybrid,Contrail
K940,"8,9,10,11,12,13,14,15,16,17,18",54.0,,1632.7,Cesaroni Technology,1.75,White Thunder,404.0,934.8,2,K,False,Pro54-4G,768.0,Canadian Association of Rocketry,5f4294d200023100000003a9,regular,1120.8,1366.5,1633K940-18A,2019-04-17,reload,Cesaroni
K445,"7,8,9,10,11,12,13,14,15,16,17",54.0,,1636.3,Cesaroni Technology,3.67,Classic,404.0,445.0,2,K,False,Pro54-4G,792.0,Canadian Association of Rocketry,5f4294d2000231000000013b,regular,664.83,1398.0,1635K445-17A,2021-06-13,reload,Cesaroni
K700,,54.0,http://nar.org/SandT/pdf/Animal/K700.pdf,1650.0,Animal Motor Works,2.3,Blue Baboon,430.0,700.0,2,K,False,AMW 54-1400,745.0,National Association of Rocketry,5f4294d20002310000000159,OOP,,,BB-54-1400,2019-04-17,reload,AMW
K515,"6,7,8,9,10,11,12,13,14,15,16",54.0,,1653.9,Cesaroni Technology,3.22,Skidmark,500.0,513.4,2,K,True,Pro54-5G,961.5,Canadian Association of Rocketry,5f4294d200023100000002aa,regular,718.5,1654.0,1654K515-16A,2019-04-17,reload,Cesaroni
K234,,54.0,,1656.95,Contrail Rockets,7.04,,1263.0,235.0,2,K,False,54 48 S BG,450.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000012e,regular,477.5,2063.0,K234-BG,2019-04-17,hybrid,Contrail
K700,,54.0,,1659.6,Animal Motor Works,2.37,Black Bear,491.0,700.1,1,K,False,AMW 54-1750,1205.0,Canadian Association of Rocketry,5f4294d2000231000000026f,regular,867.1,2088.0,1660K700-P,2021-06-13,reload,AMW
K470,,75.0,,1679.0,Animal Motor Works,3.7,Super Tiger,302.0,470.0,2,K,False,AMW 75-1700,826.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000013f,OOP,804.0,,ST-75-1700,2019-04-17,reload,AMW
K630,"5,6,7,8,9,10,11,12,13,14,15",54.0,,1679.4,Cesaroni Technology,2.677,Blue Streak,405.0,629.12,2,K,False,Pro54-4G,912.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002d6,regular,787.34,1410.0,1679K630-15A,2019-04-17,reload,Cesaroni
K365,,75.0,http://nar.org/SandT/pdf/Animal/K365.pdf,1680.0,Animal Motor Works,4.55,Red Rhino,244.0,365.0,2,K,False,AMW 75-1700,946.0,National Association of Rocketry,5f4294d20002310000000138,OOP,,,RR-75-1700,2019-04-17,reload,AMW
