commonName,delays,diameter,infoUrl,totImpulseNs,manufacturer,burnTimeS,propInfo,length,avgThrustN,dataFiles,impulseClass,sparky,caseInfo,propWeightG,certOrg,motorId,availability,maxThrustN,totalWeightG,designation,updatedOn,type,mfgID
J450,10,38.0,,673.3,Kosdon TRM,1.1,Fast,368.0,619.4,0,J,False,,308.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000355,OOP,,,J450F,2019-04-17,reload,Kosdon
J115,,54.0,,673.7,Hypertek,5.85826086956522,,614.0,115.0,1,J,False,,415.9,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e1,regular,,1282.18,440CC076J-J115,2019-04-17,hybrid,Hypertek
J607,,38.0,,677.94,Gorilla Rocket Motors,1.15,White Cloud,370.0,607.0,0,J,False,38/780,370.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000424,OOP,803.57,824.0,J607WC,2019-04-17,reload,Gorilla
J355,,54.0,,678.9,Contrail Rockets,1.91,,719.0,354.85,2,J,False,,450.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010f,regular,803.1,1564.0,J355-BG,2019-04-17,hybrid,Contrail
J425,"6,8,10,12,14",38.0,,680.33,AeroTech,1.629,Redline,356.0,417.595,2,J,False,,364.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000408,regular,473.31,631.0,HP-J425R,2020-02-17,SU,AeroTech
J740,P,38.0,,682.0,Kosdon by AeroTech,0.9,Mojave Green,370.0,815.0,1,J,False,AMW 38-640,308.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000243,OOP,956.0,724.0,J740G,2019-04-17,reload,KBA
J250,"6,7,8,9,10,11,12,13,14,15",54.0,,682.82,Cesaroni Technology,2.7322,Skidmark,237.0,249.955,2,J,True,Pro54-2G,406.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002db,regular,337.622,830.0,683J250-15A,2019-04-17,reload,Cesaroni
J290,"6,8,10,12,15",38.0,,683.6,Cesaroni Technology,2.31,White,367.0,295.4,2,J,False,Pro38-5G,381.5,Canadian Association of Rocketry,5f4294d200023100000003a2,regular,391.6,659.8,684J290-15A,2019-04-17,reload,Cesaroni
J300,,38.0,,694.0,Cesaroni Technology,2.05,,360.0,300.0,2,J,False,Pro38-5G,345.4,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000105,OOP,552.0,606.592,J300,2019-04-17,reload,Cesaroni
J350,"4,6,8,10,12,14",38.0,,697.4,AeroTech,1.78,White Lightning,337.0,394.2,2,J,False,RMS-38/720,381.1,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010e,OOP,890.4,,J350W-OLD,2019-04-17,reload,AeroTech
J144,,38.0,,699.0,Sky Ripper Systems,4.85416666666667,,914.0,144.0,2,J,False,,370.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e6,OOP,,1133.0,J144,2019-04-17,hybrid,SkyR
J145,"9,10,11,12,13,14,15,16,17,18,19",54.0,,699.1,Cesaroni Technology,4.87,Skidmark,236.0,143.7,1,J,True,Pro54-2G,417.0,Canadian Association of Rocketry,5f4294d2000231000000041c,regular,505.3,837.0,699J145-19A,2019-04-17,reload,Cesaroni
J350,"4,6,8,10,12,14",38.0,,700.0,AeroTech,1.5,White Lightning,337.0,445.0,2,J,False,RMS-38/720,375.1,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010d,regular,822.5,665.0,J350W,2019-04-17,reload,AeroTech
J400,"7,9,11,13,16",38.0,,700.0,Cesaroni Technology,1.75,Smoky Sam,419.0,402.1,2,J,False,Pro38-6G,392.0,Canadian Association of Rocketry,5f4294d20002310000000118,regular,482.15,702.0,700J400-16A,2019-04-17,reload,Cesaroni
J270,"6,8,10,12,14",38.0,,703.0,AeroTech,2.6,White Lightning,356.4,270.0,2,J,False,,381.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000003f7,regular,356.0,642.0,HP-J270W,2019-04-17,SU,AeroTech
J250,"6,8,10,12,14",54.0,,704.0,AeroTech,2.7,White Lightning,218.2,260.0,2,J,False,DMS,363.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000043f,regular,338.0,708.0,J250W,2019-04-17,SU,AeroTech
J90,"6,8,10,12,14",54.0,,707.0,AeroTech,6.85,White Lightning,243.0,90.0,2,J,False,RMS-54/852,426.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000df,regular,188.0,852.544,J90W,2019-04-17,reload,AeroTech
J474,18,38.0,,709.1,Loki Research,1.49,Cocktail,416.9,474.0,1,J,False,38/740,360.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000466,regular,1243.1,755.6,J474-CT,2019-04-28,reload,Loki
J348,,54.0,,716.0,Sky Ripper Systems,2.2,"ABS/B, 550cc nitrous",609.0,324.0,1,J,False,54/550,91.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000021f,OOP,1553.0,1224.0,J348B,2019-04-17,hybrid,SkyR
J280,"6,7,8,9,10,11,12,13,14,15,16",54.0,,716.5,Cesaroni Technology,2.55892857142857,Smoky Sam,236.0,280.0,2,J,False,Pro54-2G,512.0,Canadian Association of Rocketry,5f4294d20002310000000100,regular,,954.0,716J280-16A,2019-04-17,reload,Cesaroni
J320,"5,8,10,14",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Red.pdf,720.88,Loki Research,2.15,Loki Red,406.0,334.97,2,J,False,38/740,372.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000023e,OOP,550.91,752.0,J320-LR,2021-07-24,reload,Loki
J220,,54.0,,720.9,Hypertek,3.27681818181818,,645.0,220.0,1,J,False,,422.6,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f2,OOP,,1305.02,440CC110J-J220,2019-04-17,hybrid,Hypertek
J405,,38.0,,722.0,Kosdon by AeroTech,1.93,,476.0,405.0,2,J,False,38-800,367.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000119,OOP,518.0,,J405S,2019-04-17,reload,KBA
J500,"4,6,8,10",38.0,,723.0,AeroTech,1.4,Mojave Green,345.0,500.0,2,J,False,RMS-38/720,362.6,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001e5,regular,,654.0,J500G,2019-04-17,reload,AeroTech
J170,,54.0,,728.0,Hypertek,4.28235294117647,,614.0,170.0,1,J,False,,407.5,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ec,regular,,1282.18,440CC098J-J170,2019-04-17,hybrid,Hypertek
J250,"6,8,10,12,14",54.0,,731.0,AeroTech,2.9,Black Max,241.0,250.0,2,J,False,RMS-54/852,487.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001ec,regular,,907.0,J250FJ,2019-04-17,reload,AeroTech
J326,"8,11,15",38.0,,732.9,Loki Research,2.25,Loki Red,417.0,326.2,1,J,False,38/740,360.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000465,regular,925.8,766.0,J-326-LR,2019-04-17,reload,Loki
J333,,38.0,,733.0,Contrail Rockets,2.4,,1227.0,305.0,2,J,False,38 48 M PVC (830CC),110.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010b,regular,1227.0,1064.0,J333-HP,2019-04-17,hybrid,Contrail
J292,,54.0,,734.0,Contrail Rockets,2.53,,719.0,292.0,2,J,True,,,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000102,regular,627.8,1542.0,J292-SP,2019-04-18,hybrid,Contrail
J605,,38.0,,737.0,Kosdon by AeroTech,1.3,,476.0,605.0,2,J,False,38-800,367.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000127,OOP,882.0,,J605F,2019-04-17,reload,KBA
J330,"20,P",38.0,,737.8,Ellis Mountain,3.64,,433.0,330.0,2,J,False,38X488.9 38X517(D),411.9,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000109,OOP,660.7,788.0,J330,2019-04-17,reload,Ellis
J170,,54.0,,739.0,AeroTech,4.4,,709.0,170.0,1,J,False,RMS-54/1280,409.5,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ed,OOP,,,J170H_3JET_STD,2022-06-15,hybrid,AeroTech
J528,"5,8,10,13,17",38.0,https://www.lokiresearch.com/images/Documents/38mm%20White.pdf,741.0,Loki Research,1.2,Loki White,419.0,528.0,2,J,False,38/740,374.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000123,regular,896.0,745.0,J528-LW,2021-07-24,reload,Loki
J250,,54.0,,744.5,Hypertek,2.978,,614.0,250.0,2,J,False,,404.6,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000fa,regular,,1292.48,440CC125J-J250,2019-04-17,hybrid,Hypertek
J615,"4,8,12,16,20",54.0,,745.45,AeroTech,1.2,Super Thunder,240.4,615.06,2,J,False,RMS-54/852,370.5,"Tripoli Rocketry Association, Inc.",616e62f1763045000425980d,regular,933.94,801.6999999999999,J615ST-20A,2021-10-19,reload,AeroTech
J1055,"7,8,9,10,11,12,13,14,15,16,17",54.0,,746.6,Cesaroni Technology,0.7,Vmax,236.0,1056.9,1,J,False,Pro54-2G,358.0,Canadian Association of Rocketry,5f4294d20002310000000233,regular,1162.0,772.0,747J1055-17A,2019-04-17,reload,Cesaroni
J110,,54.0,,751.2,Ellis Mountain,6.8,,276.0,110.0,2,J,False,SU 54x276,421.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e0,OOP,222.0,875.0,J110,2019-04-17,SU,Ellis
J150,,54.0,,751.4,Hypertek,5.00933333333333,,645.0,150.0,1,J,False,,433.5,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ea,OOP,,1305.92,440CC086J-J150,2019-04-17,hybrid,Hypertek
J712,"7,9,12,15",38.0,https://www.lokiresearch.com/images/Documents/38mm%20Blue.pdf,751.91,Loki Research,1.17,Loki Blue,406.0,641.05,2,J,False,38/740,372.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000023a,regular,1277.5,752.0,J712-LB,2021-07-24,reload,Loki
J242,,38.0,,752.0,Contrail Rockets,3.1,,1227.0,242.0,2,J,False,,110.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f6,regular,875.0,1065.0,J242-PVC,2019-04-17,hybrid,Contrail
J120,,54.0,,757.5,Hypertek,6.3125,,614.0,120.0,1,J,False,,446.2,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e2,regular,,1293.38,440CC076JFX-J120FX,2019-04-17,hybrid,Hypertek
J345,18,38.0,,761.2,Kosdon TRM,2.1,Slow,476.0,361.8,0,J,False,,380.5,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000356,OOP,,,J345S,2019-04-17,reload,Kosdon
J315,"6,8,10,12,14",54.0,,763.3,AeroTech,2.4231746031746,Redline,230.0,315.0,2,J,False,RMS-54/852,438.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000106,regular,,851.2,J315R,2019-04-17,reload,AeroTech
J180,"6,8,10,12,14",54.0,,764.0,AeroTech,4.5,Blue Thunder,230.0,180.0,2,J,False,RMS-54/852,437.1,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ee,regular,392.0,809.088,J180T,2019-04-17,reload,AeroTech
J330,"7,9,11,13,16",38.0,,765.0,Cesaroni Technology,2.26,Classic,419.0,325.29,2,J,False,Pro38-6G,375.0,Canadian Association of Rocketry,5f4294d20002310000000108,regular,459.32,702.0,765J330-16A,2021-06-13,reload,Cesaroni
J410,"7,9,11,13,16",38.0,,773.8,Cesaroni Technology,1.89,Red Lightning,421.0,408.9,2,J,False,Pro38-6G,409.8,Canadian Association of Rocketry,5f4294d2000231000000021e,regular,512.1,735.0,774J410-16A,2019-04-17,reload,Cesaroni
J275,"6,8,10,12,14",54.0,,774.0,AeroTech,3.3,White Lightning,230.0,275.0,2,J,False,RMS-54/852,472.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ff,regular,370.0,864.192,J275W,2019-04-17,reload,AeroTech
J435,"6,8,10,12,14",38.0,,774.0,AeroTech,1.66,Super White Lightning,365.9,465.7,2,J,False,DMS,352.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000458,regular,696.1,624.0,J435WS,2020-01-27,SU,AeroTech
J425,"7,9,11,13,16",38.0,,783.88,Cesaroni Technology,1.837,Blue Streak,419.0,426.93,1,J,False,Pro38-6G,405.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002e7,regular,631.0,700.0,784J425-16A,2019-04-17,reload,Cesaroni
J340,10,54.0,,787.3,Kosdon TRM,1.88,Fast,251.0,432.8,0,J,False,,361.3,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035c,OOP,,,J340F,2019-04-17,reload,Kosdon
J630,20,38.0,,787.4,Kosdon TRM,1.17,Fast,476.0,659.5,0,J,False,,374.5,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000357,OOP,,,J630F,2019-04-17,reload,Kosdon
J555,,38.0,,795.0,Contrail Rockets,1.6,,1227.0,497.0,2,J,False,38 48 XF HP (735CC),166.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000125,regular,2500.0,1132.0,J555-HP,2019-04-17,hybrid,Contrail
J575,"4,6,8,10",38.0,,798.116,AeroTech,1.34,Black Max,478.0,593.95,2,J,False,RMS-38/1080,576.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001cc,regular,839.5,914.0,J575FJ,2019-04-17,reload,AeroTech
J270,,54.0,,802.2,Hypertek,2.97111111111111,,614.0,270.0,1,J,False,,423.2,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000fd,regular,,1296.06,440CC125JFX-J270FX,2019-04-17,hybrid,Hypertek
J460,"6,8,10,12,14",54.0,,805.5,AeroTech,1.81,Blue Thunder,230.0,460.0,2,J,False,RMS-54/852,415.4,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000011f,regular,870.5,789.0,J460T,2019-04-17,reload,AeroTech
J240,"6,7,8,9,10,11,12,13,14,15,16",54.0,,806.0,Cesaroni Technology,3.35,Red Lightning,236.0,240.8,1,J,False,Pro54-2G,446.0,Canadian Association of Rocketry,5f4294d20002310000000225,regular,299.4,875.0,806J240-16A,2019-04-17,reload,Cesaroni
J675,20,38.0,,814.5,Kosdon TRM,1.17,Fast,476.0,710.5,0,J,False,,386.6,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000358,OOP,,,J675F,2019-04-17,reload,Kosdon
J354,"7,9,11,13,16",38.0,,818.7,Cesaroni Technology,2.31,White,421.0,354.7,2,J,False,Pro38-6G,457.8,Canadian Association of Rocketry,5f4294d200023100000003a3,regular,521.8,778.2,819J354-16A,2019-04-17,reload,Cesaroni
J430,"8,9,10,11,12,13,14,15,16,17,18",54.0,,821.1,Cesaroni Technology,1.9,White Thunder,236.0,432.4,2,J,False,Pro54-2G,384.0,Canadian Association of Rocketry,5f4294d200023100000003a7,regular,546.8,799.8,821J430-18A,2019-04-17,reload,Cesaroni
J145,,54.0,,825.7,AeroTech,5.65,,709.0,145.0,2,J,False,RMS-54/1280,409.5,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e7,OOP,303.3,1797.4,J145H_2JET_STD,2022-06-15,hybrid,AeroTech
J360,,38.0,,826.0,Cesaroni Technology,1.9,,419.0,360.0,2,J,False,Pro38-6G,413.1,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000112,OOP,828.0,709.184,J360,2019-04-17,reload,Cesaroni
J190,,54.0,,827.0,Hypertek,4.35263157894737,,614.0,190.0,1,J,False,,443.3,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000ef,regular,,1293.38,440CC098JFX-J190FX,2019-04-17,hybrid,Hypertek
J210,"6,7,8,9,10,11,12,13,14,15,16",54.0,,836.0,Cesaroni Technology,3.99,Classic,236.0,210.0,3,J,False,Pro54-2G,396.0,Canadian Association of Rocketry,5f4294d200023100000000f0,regular,335.0,842.0,836J210-16A,2021-06-13,reload,Cesaroni
J293,"3,4,5,6,7,8,9,10,11,12,13",54.0,,837.87,Cesaroni Technology,2.8479,Blue Streak,237.0,292.69,2,J,False,Pro54-2G,416.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002d8,regular,386.12,840.0,838J293-13A,2019-04-17,reload,Cesaroni
J1299,P,54.0,,843.4,AeroTech,0.653,Warp 9,231.0,1291.58,2,J,False,RMS-54/852,371.6,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001ce,regular,1468.28,834.0,J1299N,2019-04-17,reload,AeroTech
J520,"7,9,11,13,16",38.0,,848.43,Cesaroni Technology,1.634,Skidmark,510.0,519.404,2,J,True,Pro38-6GXL,498.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002ed,regular,658.16,850.0,848J520-16A,2019-04-17,reload,Cesaroni
J365,,54.0,,852.48,Gorilla Rocket Motors,2.38,Black Lightning,326.0,364.93,1,J,True,54/1050,498.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f6,OOP,498.74,1204.0,J365BL,2019-04-17,reload,Gorilla
J210,,54.0,,853.84,AeroTech,4.0,,709.0,213.46,2,J,False,RMS-54/1280,471.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f1,OOP,651.82,1497.0,J210H_4JET_STD,2022-06-15,hybrid,AeroTech
J244,"4,5,6,7,8,9,10,11,12,13,14",54.0,,867.2,Cesaroni Technology,3.55,White,236.0,244.3,2,J,False,Pro54-2G,472.1,Canadian Association of Rocketry,5f4294d200023100000003bd,regular,270.3,911.0,867J244-14A,2019-04-17,reload,Cesaroni
J180,13,54.0,,884.2,Kosdon TRM,4.57,Dirty Harry,326.0,193.4,0,J,False,,605.5,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035d,OOP,,,J180DH,2019-04-17,reload,Kosdon
J345,,38.0,,891.0,Contrail Rockets,2.7,,1227.0,318.0,2,J,False,38 48 F PVC (735CC),184.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010c,regular,1222.0,1118.0,J345-PVC,2019-04-17,hybrid,Contrail
J580,"8,10,12,14,17",38.0,,896.37,Cesaroni Technology,1.5529,Smoky Sam,510.0,577.37,2,J,False,Pro38-6GXL,588.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002dc,regular,691.5,1044.0,896J580-17A,2019-04-17,reload,Cesaroni
J850,21,38.0,,899.9,Kosdon TRM,1.0,Fast,576.0,883.8,0,J,False,,450.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000359,OOP,,,J850F,2019-04-17,reload,Kosdon
J148,,54.0,,903.4,Ellis Mountain,6.1,,356.0,148.0,2,J,False,,357.2,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e8,OOP,182.3,1179.0,J148,2019-04-17,reload,Ellis
J358,,54.0,,913.88,Contrail Rockets,2.69,,922.0,340.75,2,J,False,,450.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000111,regular,1146.6,1743.0,J358-BG,2019-04-17,hybrid,Contrail
J222,,38.0,,928.0,Contrail Rockets,4.3,,1227.0,216.0,2,J,False,38 48 M HP (830CC),110.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f3,regular,786.0,1043.0,J222-HP,2019-04-17,hybrid,Contrail
J800,,38.0,,928.0,Contrail Rockets,1.2,,1227.0,758.0,2,J,False,38 48 XXF HP(685CC),166.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000012a,regular,4840.0,1148.0,J800-HP,2019-04-17,hybrid,Contrail
J350,,54.0,,931.0,Loki Research,2.67,Spitfire,327.0,350.0,2,J,True,54/1200,590.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002b1,regular,448.0,1260.0,J350-SF,2019-04-17,reload,Loki
J1365,P,54.0,,932.4,Animal Motor Works,0.68,Scalded Tiger,326.0,1365.3,1,J,False,AMW 54-1050,444.0,Canadian Association of Rocketry,5f4294d2000231000000026a,regular,1568.2,1119.0,932J1365-P,2021-06-13,reload,AMW
J650,,38.0,,942.0,Loki Research,1.45,Spitfire,625.0,648.0,2,J,True,38/1200,573.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002b2,regular,974.0,1143.0,J650-SF,2019-04-17,reload,Loki
J99,P,54.0,,945.2,AeroTech,10.2,Warp 9,231.0,92.4,1,J,False,RMS-54/852,556.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000309,regular,151.95,899.0,J99N,2020-11-07,reload,AeroTech
J230,,54.0,http://www.nar.org/SandT/pdf/Animal/J230SK.pdf,945.89,Animal Motor Works,4.08,,326.0,231.84,2,J,True,,525.7,National Association of Rocketry,5f4294d20002310000000264,OOP,276.72,1169.0,J230SK-P,2019-04-17,reload,AMW
J150,P,38.0,,949.2,Cesaroni Technology,6.4,Mellow,500.0,148.4,1,J,False,Pro38-6GXL,567.7,Canadian Association of Rocketry,5f4294d20002310000000417,regular,343.2,951.0,949J150-P,2019-04-17,reload,Cesaroni
J167,,54.0,,949.97,Gorilla Rocket Motors,5.68,White Cloud,326.0,167.33,1,J,False,54/1050,600.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f4,OOP,366.47,1215.8,J167WC,2019-04-17,reload,Gorilla
J394,"4,6,8,10,13",38.0,,970.4,Cesaroni Technology,2.46,Green3,500.0,394.1,2,J,False,Pro38-6GXL,572.1,Canadian Association of Rocketry,5f4294d2000231000000039d,regular,515.7,938.9,970J394-13A,2019-04-17,reload,Cesaroni
J570,"4,6,8,10",38.0,,973.1,AeroTech,1.91,White Lightning,479.0,509.3,2,J,False,RMS-38/1080,535.8,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000126,regular,1142.5,902.0,J570W,2019-04-17,reload,AeroTech
J825,"4,6,8,10",38.0,,974.9,AeroTech,1.15,Redline,478.0,892.9,2,J,False,RMS-38/1080,500.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001d6,regular,1244.3,875.0,J825R,2019-04-17,reload,AeroTech
J400,,54.0,,976.9,Animal Motor Works,2.42,Black Bear,326.0,403.6,1,J,False,AMW 54-1050,723.0,Canadian Association of Rocketry,5f4294d20002310000000267,regular,499.4,1382.0,977J400-P,2021-06-13,reload,AMW
J595,"7,9,11,13,16",38.0,,985.0,Cesaroni Technology,1.6538,Blue Streak,510.0,595.38,2,J,False,Pro38-6GXL,511.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002e6,regular,925.38,866.0,985J595-16A,2019-04-17,reload,Cesaroni
J530,10,38.0,,991.7,Kosdon TRM,1.8,Slow,737.0,549.4,0,J,False,,561.7,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035a,OOP,,,J530S,2019-04-17,reload,Kosdon
J357,,54.0,http://nar.org/SandT/pdf/Animal/J357.pdf,998.43,Animal Motor Works,2.95,White Wolf,326.0,338.72,2,J,False,AMW 54-1050,548.1,National Association of Rocketry,5f4294d20002310000000110,OOP,402.35,1210.1,WT-54-1050,2019-04-17,reload,AMW
J600,"7,9,11,13,16",38.0,,998.62,Cesaroni Technology,1.655,Red Lightning,510.0,603.5,2,J,False,Pro38-6GXL,551.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002dd,regular,721.0,906.0,999J600-16A,2019-04-17,reload,Cesaroni
J317,,81.0,,998.8,Hypertek,3.15078864353312,,552.0,317.0,1,J,False,,711.9,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000107,regular,,1757.5,835CC172J-J317,2019-04-17,hybrid,Hypertek
J295,,54.0,,998.8,Hypertek,3.38576271186441,,552.0,295.0,1,J,False,,711.9,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000104,OOP,,,440CC172JFX-J295FX,2019-04-17,hybrid,Hypertek
J420,"6,8,10,12,15",38.0,,1007.8,Cesaroni Technology,2.4,Classic,500.0,419.9,2,J,False,Pro38-6GXL,479.4,Canadian Association of Rocketry,5f4294d2000231000000029d,regular,783.1,874.0,1008J420-15A,2019-04-17,reload,Cesaroni
J453,"7,9,11,13,16",38.0,,1012.6,Cesaroni Technology,2.24,White,500.0,452.7,2,J,False,Pro38-6GXL,585.5,Canadian Association of Rocketry,5f4294d200023100000003d3,regular,725.3,964.3,1013J453-16A,2021-02-26,reload,Cesaroni
J360,"5,6,7,8,9,10,11,12,13,14,15",54.0,,1015.94,Cesaroni Technology,2.8038,Skidmark,321.0,362.346,2,J,True,Pro54-3G,606.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002e5,regular,559.3,1104.0,1016J360-15A,2019-04-17,reload,Cesaroni
J465,,54.0,,1023.03,Gorilla Rocket Motors,2.24,Green Tornado,326.0,466.96,1,J,False,54/1050,566.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000001f2,OOP,662.66,1181.8,J465GT,2019-04-17,reload,Gorilla
J475,P,54.0,,1024.9,Animal Motor Works,2.15,Black Bear,326.0,476.0,1,J,False,AMW 54-1050,723.0,Canadian Association of Rocketry,5f4294d20002310000000268,regular,597.7,1410.0,1025J475-P,2021-06-13,reload,AMW
J395,,54.0,,1026.0,Gorilla Rocket Motors,2.59,Red Twister,326.0,395.0,1,J,False,54/1050,524.0,"Tripoli Rocketry Association, Inc.",5f4294d20002310000000278,OOP,460.16,1160.0,J395RT,2019-04-17,reload,Gorilla
J370,,54.0,http://nar.org/SandT/pdf/Animal/J370.pdf,1030.9,Animal Motor Works,2.82,Green Gorilla,326.0,365.57,2,J,False,AMW 54-1050,598.3,National Association of Rocketry,5f4294d20002310000000114,OOP,458.46,,GG-54-1050,2019-04-17,reload,AMW
J234,,54.0,,1032.56,Contrail Rockets,4.3,,9122.0,240.0,2,J,False,54 36 S BG (910CC),450.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000f5,regular,567.6,1764.0,J234-BG,2019-04-17,hybrid,Contrail
J975,"23,P",38.0,,1033.4,Kosdon TRM,1.03,Fast,740.0,1018.5,0,J,False,,552.7,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000035b,OOP,,,J975F,2019-04-17,reload,Kosdon
J380,"6,7,8,9,10,11,12,13,14,15,16",54.0,,1043.0,Cesaroni Technology,2.73,Smoky Sam,320.0,382.0,2,J,False,Pro54-3G,769.0,Canadian Association of Rocketry,5f4294d20002310000000115,regular,434.6,1293.3,1043J380-16A,2021-06-13,reload,Cesaroni
J330,,81.0,,1051.1,Hypertek,3.18515151515152,,552.0,330.0,2,J,False,,738.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000010a,regular,,1777.22,835CC172JFX-J330FX,2019-04-17,hybrid,Hypertek
J450,"6,8,10,12,14",54.0,,1055.0,AeroTech,2.27,Dark Matter,359.0,465.0,2,J,True,,510.0,"Tripoli Rocketry Association, Inc.",5f4294d2000231000000044f,regular,558.0,1223.0,J450DM,2019-04-17,SU,AeroTech
J485,,54.0,,1059.7,Gorilla Rocket Motors,2.19,White Cloud,326.0,484.0,1,J,False,54/1050,575.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000002b3,OOP,600.0,1190.0,J485WC,2019-04-17,reload,Gorilla
J272,,54.0,,1065.47,Contrail Rockets,3.86,,922.0,276.0,2,J,True,,,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000fe,regular,573.0,1746.0,J272-SP,2019-04-18,hybrid,Contrail
J135,"6,8,10,12,14",54.0,,1069.0,AeroTech,6.83,White Lightning,368.0,157.0,2,J,False,RMS-54/1280,633.0,"Tripoli Rocketry Association, Inc.",5f4294d200023100000000e4,regular,274.0,1141.06,J135W,2019-04-17,reload,AeroTech
J450,,54.0,http://nar.org/SandT/pdf/Animal/J450.pdf,1069.72,Animal Motor Works,2.33,Super Tiger,326.0,459.11,3,J,False,AMW 54-1050,533.1,National Association of Rocketry,5f4294d2000231000000011e,OOP,563.18,1196.4,ST-54-1050,2019-04-17,reload,AMW
