caseInfo,length,totalWeightG,totImpulseNs,availability,type,designation,propWeightG,infoUrl,delays,updatedOn,maxThrustN,manufacturerAbbrev,certOrg,manufacturer,motorId,burnTimeS,propInfo,commonName,avgThrustN,impulseClass,diameter,sparky,dataFiles
,614,1296.06,802.2,regular,hybrid,440CC125JFX-J270FX,423.2,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d200023100000000fd,2.97111111111111,,J270,270,J,54,False,1
RMS-54/852,230,789,805.5,regular,reload,J460T,415.4,,"6,8,10,12,14",2019-04-17,870.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000011f,1.81,Blue Thunder,J460,460,J,54,False,2
Pro54-2G,236,875,806,regular,reload,806J240-16A,446,,"6,7,8,9,10,11,12,13,14,15,16",2019-04-17,299.4,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000225,3.35,Red Lightning,J240,240.8,J,54,False,1
,476,,814.5,OOP,reload,J675F,386.6,,20,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000358,1.17,Fast,J675,710.5,J,38,False,0
Pro38-6G,421,778.2,818.7,regular,reload,819J354-16A,457.8,,"7,9,11,13,16",2019-04-17,521.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003a3,2.31,White,J354,354.7,J,38,False,2
Pro54-2G,236,799.8,821.1,regular,reload,821J430-18A,384,,"8,9,10,11,12,13,14,15,16,17,18",2019-04-17,546.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003a7,1.9,White Thunder,J430,432.4,J,54,False,2
RMS-54/1280,709,1797.4,825.7,OOP,hybrid,J145H_2JET_STD,409.5,,,2022-06-15,303.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000e7,5.65,,J145,145,J,54,False,2
Pro38-6G,419,709.184,826,OOP,reload,J360,413.1,,,2019-04-17,828,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d20002310000000112,1.9,,J360,360,J,38,False,2
,614,1293.38,827,regular,hybrid,440CC098JFX-J190FX,443.3,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d200023100000000ef,4.35263157894737,,J190,190,J,54,False,1
Pro54-2G,236,842,836,regular,reload,836J210-16A,396,,"6,7,8,9,10,11,12,13,14,15,16",2021-06-13,335,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000000f0,3.99,Classic,J210,210,J,54,False,3
Pro54-2G,237,840,837.87,regular,reload,838J293-13A,416,,"3,4,5,6,7,8,9,10,11,12,13",2019-04-17,386.12,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002d8,2.8479,Blue Streak,J293,292.69,J,54,False,2
RMS-54/852,231,834,843.4,regular,reload,J1299N,371.6,,P,2019-04-17,1468.28,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001ce,0.653,Warp 9,J1299,1291.58,J,54,False,2
Pro38-6GXL,510,850,848.43,regular,reload,848J520-16A,498,,"7,9,11,13,16",2019-04-17,658.16,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002ed,1.634,Skidmark,J520,519.404,J,38,True,2
54/1050,326,1204,852.48,OOP,reload,J365BL,498,,,2019-04-17,498.74,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000001f6,2.38,Black Lightning,J365,364.93,J,54,True,1
RMS-54/1280,709,1497,853.84,OOP,hybrid,J210H_4JET_STD,471,,,2022-06-15,651.82,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000f1,4,,J210,213.46,J,54,False,2
Pro54-2G,236,911,867.2,regular,reload,867J244-14A,472.1,,"4,5,6,7,8,9,10,11,12,13,14",2019-04-17,270.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003bd,3.55,White,J244,244.3,J,54,False,2
,326,,884.2,OOP,reload,J180DH,605.5,,13,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000035d,4.57,Dirty Harry,J180,193.4,J,54,False,0
38 48 F PVC (735CC),1227,1118,891,regular,hybrid,J345-PVC,184,,,2019-04-17,1222,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000010c,2.7,,J345,318,J,38,False,2
Pro38-6GXL,510,1044,896.37,regular,reload,896J580-17A,588,,"8,10,12,14,17",2019-04-17,691.5,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002dc,1.5529,Smoky Sam,J580,577.37,J,38,False,2
,576,,899.9,OOP,reload,J850F,450,,21,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000359,1,Fast,J850,883.8,J,38,False,0
,356,1179,903.4,OOP,reload,J148,357.2,,,2019-04-17,182.3,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d200023100000000e8,6.1,,J148,148,J,54,False,2
,922,1743,913.88,regular,hybrid,J358-BG,450,,,2019-04-17,1146.6,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000111,2.69,,J358,340.75,J,54,False,2
38 48 M HP (830CC),1227,1043,928,regular,hybrid,J222-HP,110,,,2019-04-17,786,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000f3,4.3,,J222,216,J,38,False,2
38 48 XXF HP(685CC),1227,1148,928,regular,hybrid,J800-HP,166,,,2019-04-17,4840,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000012a,1.2,,J800,758,J,38,False,2
54/1200,327,1260,931,regular,reload,J350-SF,590,,,2019-04-17,448,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002b1,2.67,Spitfire,J350,350,J,54,True,2
AMW 54-1050,326,1119,932.4,regular,reload,932J1365-P,444,,P,2021-06-13,1568.2,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d2000231000000026a,0.68,Scalded Tiger,J1365,1365.3,J,54,False,1
38/1200,625,1143,942,regular,reload,J650-SF,573,,,2019-04-17,974,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002b2,1.45,Spitfire,J650,648,J,38,True,2
RMS-54/852,231,899,945.2,regular,reload,J99N,556,,P,2020-11-07,151.95,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000309,10.2,Warp 9,J99,92.4,J,54,False,1
,326,1169,945.89,OOP,reload,J230SK-P,525.7,http://www.nar.org/SandT/pdf/Animal/J230SK.pdf,,2019-04-17,276.72,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000264,4.08,,J230,231.84,J,54,True,2
Pro38-6GXL,500,951,949.2,regular,reload,949J150-P,567.7,,P,2019-04-17,343.2,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000417,6.4,Mellow,J150,148.4,J,38,False,1
54/1050,326,1215.8,949.97,OOP,reload,J167WC,600,,,2019-04-17,366.47,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000001f4,5.68,White Cloud,J167,167.33,J,54,False,1
Pro38-6GXL,500,938.9,970.4,regular,reload,970J394-13A,572.1,,"4,6,8,10,13",2019-04-17,515.7,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000039d,2.46,Green3,J394,394.1,J,38,False,2
RMS-38/1080,479,902,973.1,regular,reload,J570W,535.8,,"4,6,8,10",2019-04-17,1142.5,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000126,1.91,White Lightning,J570,509.3,J,38,False,2
RMS-38/1080,478,875,974.9,regular,reload,J825R,500,,"4,6,8,10",2019-04-17,1244.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001d6,1.15,Redline,J825,892.9,J,38,False,2
AMW 54-1050,326,1382,976.9,regular,reload,977J400-P,723,,,2021-06-13,499.4,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000267,2.42,Black Bear,J400,403.6,J,54,False,1
Pro38-6GXL,510,866,985,regular,reload,985J595-16A,511,,"7,9,11,13,16",2019-04-17,925.38,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002e6,1.6538,Blue Streak,J595,595.38,J,38,False,2
,737,,991.7,OOP,reload,J530S,561.7,,10,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000035a,1.8,Slow,J530,549.4,J,38,False,0
AMW 54-1050,326,1210.1,998.43,OOP,reload,WT-54-1050,548.1,http://nar.org/SandT/pdf/Animal/J357.pdf,,2019-04-17,402.35,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000110,2.95,White Wolf,J357,338.72,J,54,False,2
Pro38-6GXL,510,906,998.62,regular,reload,999J600-16A,551,,"7,9,11,13,16",2019-04-17,721,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002dd,1.655,Red Lightning,J600,603.5,J,38,False,2
,552,,998.8,OOP,hybrid,440CC172JFX-J295FX,711.9,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000104,3.38576271186441,,J295,295,J,54,False,1
,552,1757.5,998.8,regular,hybrid,835CC172J-J317,711.9,,,2019-04-17,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d20002310000000107,3.15078864353312,,J317,317,J,81,False,1
Pro38-6GXL,500,874,1007.8,regular,reload,1008J420-15A,479.4,,"6,8,10,12,15",2019-04-17,783.1,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000029d,2.4,Classic,J420,419.9,J,38,False,2
Pro38-6GXL,500,964.3000000000001,1012.6,regular,reload,1013J453-16A,585.5,,"7,9,11,13,16",2021-02-26,725.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003d3,2.24,White,J453,452.7,J,38,False,2
Pro54-3G,321,1104,1015.94,regular,reload,1016J360-15A,606,,"5,6,7,8,9,10,11,12,13,14,15",2019-04-17,559.3,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002e5,2.8038,Skidmark,J360,362.346,J,54,True,2
54/1050,326,1181.8,1023.03,OOP,reload,J465GT,566,,,2019-04-17,662.66,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000001f2,2.24,Green Tornado,J465,466.96,J,54,False,1
AMW 54-1050,326,1410,1024.9,regular,reload,1025J475-P,723,,P,2021-06-13,597.7,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000268,2.15,Black Bear,J475,476,J,54,False,1
54/1050,326,1160,1026,OOP,reload,J395RT,524,,,2019-04-17,460.16,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000278,2.59,Red Twister,J395,395,J,54,False,1
AMW 54-1050,326,,1030.9,OOP,reload,GG-54-1050,598.3,http://nar.org/SandT/pdf/Animal/J370.pdf,,2019-04-17,458.46,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000114,2.82,Green Gorilla,J370,365.57,J,54,False,2
54 36 S BG (910CC),9122,1764,1032.56,regular,hybrid,J234-BG,450,,,2019-04-17,567.6,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000f5,4.3,,J234,240,J,54,False,2
,740,,1033.4,OOP,reload,J975F,552.7,,"23,P",2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000035b,1.03,Fast,J975,1018.5,J,38,False,0
Pro54-3G,320,1293.3,1043,regular,reload,1043J380-16A,769,,"6,7,8,9,10,11,12,13,14,15,16",2021-06-13,434.6,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000115,2.73,Smoky Sam,J380,382,J,54,False,2
,762,1777.1999999999998,1051.1,regular,hybrid,835CC172JFX-J330FX,738,,,2024-02-15,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000010a,3.19,,J330,330,J,54,False,1
,359,1223,1055,regular,SU,J450DM,510,,"6,8,10,12,14",2019-04-17,558,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000044f,2.27,Dark Matter,J450,465,J,54,True,2
54/1050,326,1190,1059.7,OOP,reload,J485WC,575,,,2019-04-17,600,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000002b3,2.19,White Cloud,J485,484,J,54,False,1
,922,1746,1065.47,regular,hybrid,J272-SP,,,,2019-04-18,573,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d200023100000000fe,3.86,,J272,276,J,54,True,2
RMS-54/1280,368,1141.06,1069,regular,reload,J135W,633,,"6,8,10,12,14",2019-04-17,274,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000e4,6.83,White Lightning,J135,157,J,54,False,2
AMW 54-1050,326,1196.4,1069.72,OOP,reload,ST-54-1050,533.1,http://nar.org/SandT/pdf/Animal/J450.pdf,,2019-04-17,563.18,AMW,National Association of Rocketry,Animal Motor Works,5f4294d2000231000000011e,2.33,Super Tiger,J450,459.11,J,54,False,3
54/830,749,1338,1073,OOP,hybrid,J337B,91,,,2019-04-17,1876,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d20002310000000221,3,"ABS/B, 830cc nitrous",J337,347,J,54,False,1
,397,1095,1073.3,regular,SU,J1265T,507,,"6,8,10,12,14",2023-01-09,1745.3,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,63bb65281d26f30004b4b07b,0.85,Super Thunder,J1265,1261.1,J,54,False,1
AMW 54-1050,326,1268,1079.3,regular,reload,1079J395-P,573,,P,2021-06-13,470.2,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000266,2.74,Red Rhino,J395,392.5,J,54,False,1
Pro54-3G,329,1026,1092.5,regular,reload,1092J1520-17A,537,,"7,8,9,10,11,12,13,14,15,16,17",2019-04-17,1686.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000231,0.71,Vmax,J1520,1519.8,J,54,False,1
,922,1791,1092.6,regular,hybrid,J642-BG,450,,,2019-04-17,1493.92,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000128,1.72,,J642,633.66,J,54,False,2
AMW 54-1050,326,1230,1099,regular,reload,1099J325-P,537,,P,2021-06-13,540.3,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000265,3.37,Tamed Tiger,J325,326.1,J,54,False,1
AMW 54-1050,326,,1100,OOP,reload,RR-54-1050,558,http://nar.org/SandT/pdf/Animal/J400.pdf,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000117,2.6,Red Rhino,J400,400,J,54,False,2
54/1200,330,1210,1108,regular,reload,J820-LW,643,,,2019-04-17,1281,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000207,1.3,Loki White,J820,840,J,54,False,2
AMW 54-1050,326,1229,1109,regular,reload,1109J440-P,528.4,,P,2019-04-17,662.1,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000288,2.48,Blue Baboon,J440,441.7,J,54,False,2
54/1200,330,1240,1112.5,regular,reload,J525-LW,625,,,2019-04-17,640.8,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000122,2.1,Loki White,J525,525,J,54,False,2
54/1050,326,1225,1113.8,OOP,reload,J535BT,635,,,2019-04-17,662.35,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000430,2.07,Blue Typhoon,J535,535,J,54,False,1
SU 38x562,562,839,1115.3,OOP,SU,J228,569,,,2019-04-17,616,Ellis,"Tripoli Rocketry Association, Inc.",Ellis Mountain,5f4294d200023100000000f4,5,,J228,228,J,38,False,2
RMS-54/1280,325,912,1115.38,regular,reload,J401FJ,511,,"6,8,10,12,14",2019-04-17,479.99,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000024a,2.8,Black Max,J401,408.88,J,54,False,2
Pro38-6GXL,500,977,1115.5,regular,reload,1115J530-15A,576.5,,"6,8,10,12,15",2019-04-17,828.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d2000231000000029f,2.1,Imax,J530,531.2,J,38,False,2
,244,,1118.1,OOP,reload,J130S,610,,15,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000362,6.9,Slow,J130,161.8,J,76,False,0
54/1400,402,1454.54,1120.76,OOP,reload,J450BL,658,,,2019-04-17,601.83,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000001f5,2.57,Black Lightning,J450,442.46,J,54,True,1
AMW 54-1400,403,1459.3,1125,OOP,reload,SK-54-1400,702.3,,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000113,3.16,Skidmark,J365,365,J,54,True,2
,922,1700,1130,regular,hybrid,J416-SP,,,,2019-04-18,1038.3,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d2000231000000011b,2.75,,J416,411,J,54,True,2
,326,,1144.2,OOP,reload,J480F,522.5,,17,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000035e,2.2,Fast,J480,523.2,J,54,False,0
54/1200,330,1250,1146.3,regular,reload,J175-LW,654,,,2019-04-17,478,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000206,5.3,Loki White,J175,215,J,54,False,2
RMS-54/1280,314,1084.16,1161,regular,reload,J540R,679,,"6,8,10,12,14",2019-04-17,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000124,2.15,Redline,J540,540,J,54,False,2
RMS-38/1320,584.2,1080,1162,regular,reload,J510W,662,,"6,8,10,12,14",2019-04-17,1041.7,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000030a,2.27,White Lightning,J510,509.9,J,38,False,2
AMW 54-1050,326,,1165,OOP,reload,BB-54-1050,556,http://nar.org/SandT/pdf/Animal/J480.pdf,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000120,2.4,Blue Baboon,J480,480,J,54,False,2
,244,,1166.9,OOP,reload,J250F,596.5,,7,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d20002310000000363,4.27,Fast,J250,274.4,J,76,False,0
RMS-54/1280,709,1574,1170.22,OOP,hybrid,J260HW_3JET_EFX,558,,,2022-06-15,598.97,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000fb,4.5,,J260,260.05,J,54,False,2
AMW 54-1400,403,1351,1176.2,regular,reload,1176K1720-P,592,,,2021-06-13,2007.2,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000271,0.68,Scalded Tiger,K1720,1722.3,K,54,False,1
Pro54-3G,329,1175,1189.5,regular,reload,1190J355-17A,669,,"7,8,9,10,11,12,13,14,15,16,17",2019-04-17,434.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000226,3.37,Red Lightning,J355,353.3,J,54,False,1
Pro54-3G,320,1119,1196.3,regular,reload,1195J295-16A,594,,"6,7,8,9,10,11,12,13,14,15,16",2021-06-13,450.52,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d20002310000000103,4,Classic,J295,298,J,54,False,2
AMW 54-1050,326,1220,1196.4,regular,reload,1196J745-P,549,,P,2021-06-13,864.2,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000269,1.61,Wild Wolf,J745,742.8,J,54,False,1
SU 54x368,368,1288,1202.4,OOP,SU,J125W,638.7,,,2019-04-17,338.9,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000000e3,7.75,White Lightning,J125,125,J,54,False,2
54/1200,327,1315,1208,regular,reload,J300LR,620,,P,2019-04-17,401,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000433,4.1,Loki Red,J300,297,J,54,False,2
Pro54-3G,329,1279.8,1210.6,regular,reload,1211J140-P,680,,P,2019-04-17,221.8,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003a5,8.47,White,J140,142.9,J,54,False,2
RMS-54/1280,330,1111,1214.8,regular,reload,J1799N,591,,P,2019-04-17,2965.88,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001cf,0.61,Warp 9,J1799,1963.39,J,54,False,2
38/1200,625,1143,1220,regular,reload,J1000-LW,573,,"7,9,12,15",2019-04-17,1400,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d200023100000002ee,1.25,Loki White,J1000,976,J,38,False,2
RMS-54/1280,316,1085.95,1229.11,regular,reload,J800T,618,,"6,8,10,12,14",2019-04-17,1001,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000129,1.76,Blue Thunder,J800,696.5,J,54,False,2
RMS-54/1280,314,1168,1231.7,regular,reload,J415W,693.3,,"6,8,10,12,14",2019-04-17,732.8,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d2000231000000011a,2.88,White Lightning,J415,415,J,54,False,2
AMW 54-1400,403,1493,1233.4,regular,reload,1233J475-P,704.5,,P,2019-04-17,627.5,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000289,2.6,Blue Baboon,J475,475.4,J,54,False,2
,403,,1243.2,OOP,reload,J295DH,792.8,,17,2019-04-17,,Kosdon,"Tripoli Rocketry Association, Inc.",Kosdon TRM,5f4294d2000231000000035f,4.03,Dirty Harry,J295,306,J,54,False,0
54/830,749,1338,1248,OOP,hybrid,J261G,91,,,2019-04-17,2354,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d20002310000000222,4.9,"ABS/G, 830cc nitrous",J261,262,J,54,False,1
54/550,749,1338,1248,OOP,hybrid,J263G,89,,,2019-04-17,2354,SkyR,"Tripoli Rocketry Association, Inc.",Sky Ripper Systems,5f4294d20002310000000220,3.5,"ABS/G, 830cc nitrous",J263,323,J,54,False,1
Pro54-3G,321,1122,1260.5,regular,reload,1261J449-15A,624,,"5,6,7,8,9,10,11,12,13,14,15",2019-04-17,589.5,Cesaroni,"Tripoli Rocketry Association, Inc.",Cesaroni Technology,5f4294d200023100000002d7,2.754,Blue Streak,J449,448.5,J,54,False,2
Pro54-3G,329,1076.8,1265.7,regular,reload,1266J760-19A,576,,"9,10,11,12,13,14,15,16,17,18,19",2019-04-17,937.3,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003a8,1.67,White Thunder,J760,757.7,J,54,False,2
38/1200,625.5,1172,1267,regular,reload,J1026CT,616,,P,2019-04-17,1212,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d20002310000000439,1.2,Cocktail,J1026,1026,J,38,False,2
RMS-54/1280,709,,1280,OOP,hybrid,J390H-TURBO,391,,,2022-06-15,,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000116,3.28,,J390,390,J,54,False,2
Pro54-3G,329,1232,1280.9,regular,reload,1281K360-13A,708.2,,"3,4,5,6,7,8,9,10,11,12,13",2019-04-17,405.5,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000003be,3.52,White,K360,363.6,K,54,False,2
RMS-54/1706,401,1484,1281,regular,reload,K456DM,866,,"6,8,10,12,14",2019-04-17,534,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000003c7,2.89,Dark Matter,K456,438,K,54,True,2
38/1200,625.5,1172,1285,regular,reload,K1127-LB,624,https://www.lokiresearch.com/images/Documents/38mm%20Blue%201200%20case.pdf,"5,7,11,14",2021-07-24,1428,Loki,"Tripoli Rocketry Association, Inc.",Loki Research,5f4294d2000231000000043a,1.24,Loki Blue,K1127,1029,K,38,False,2
,815,1807.1999999999998,1292,regular,hybrid,835CC125J-K240,799.2,,,2024-02-15,,Hypertek,"Tripoli Rocketry Association, Inc.",Hypertek,5f4294d2000231000000012f,5.38,,K240,240,K,54,False,2
RMS-75/1280,267,1947.5,1298.73,regular,reload,K750ST,595,,P,2022-05-11,835.69,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,627bbef01b11ab0004a4bb20,1.74,Super Thunder,K750,746.56,K,75,False,1
AMW 54-1750,492,,1300,OOP,reload,SK-54-1750,862,,,2019-04-17,,AMW,National Association of Rocketry,Animal Motor Works,5f4294d20002310000000147,2.36,Skidmark,K555,555,K,54,True,2
,359,1194,1304,regular,SU,K400C,493,,"6,8,10,12,14",2019-04-17,546,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000450,3.2,Classic,K400,409,K,54,False,2
54/1400,402,1596.54,1314.465,OOP,reload,K222WC,800,,,2019-04-17,444.35,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d200023100000001f3,5.9375,White Cloud,K222,221.56,K,54,False,1
RMS-75/1280,260,1741,1321.7,regular,reload,K1499N,604,,P,2019-04-17,1720.12,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d200023100000001c6,0.88,Warp 9,K1499,1499.8,K,75,False,2
AMW 54-1400,403,1717,1336.5,regular,reload,1337K590-P,964,,,2021-06-13,723.9,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d20002310000000420,2.26,Black Bear,K590,591.2,K,54,False,0
75 32 M SP (1400CC),813,3550,1340.61,regular,hybrid,K630-SP,515,,,2019-04-17,973.05,Contrail,"Tripoli Rocketry Association, Inc.",Contrail Rockets,5f4294d20002310000000150,2.2,,K630,609.36,K,75,False,2
,368,1277.9,1349.83,regular,SU,K76WN-P,840,,P,2020-10-07,299.73,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f7d2b90606b5d00041d9ab1,20.22,White Lightning/Warp 9,K76,66.76,K,54,False,2
54/1400,401,1442,1356,OOP,reload,K520RT,698,,,2019-04-17,593.14,Gorilla,"Tripoli Rocketry Association, Inc.",Gorilla Rocket Motors,5f4294d20002310000000279,2.61,Red Twister,K520,520,K,54,False,1
Pro54-4G,404,1391,1363.7,regular,reload,1364K454-19A,769.2,,"10,11,12,13,14,15,16,17,18,19",2019-04-17,620,Cesaroni,Canadian Association of Rocketry,Cesaroni Technology,5f4294d200023100000002a9,3,Skidmark,K454,454.1,K,54,True,2
AMW 54-1400,403,1737,1379,regular,reload,1379K665-P,964,,P,2021-06-13,830.1,AMW,Canadian Association of Rocketry,Animal Motor Works,5f4294d2000231000000026d,2.06,Black Bear,K665,664.1,K,54,False,1
RMS-54/1706,383,1292,1384,regular,reload,K2050ST,674,,P,2019-04-17,2086,AeroTech,"Tripoli Rocketry Association, Inc.",AeroTech,5f4294d20002310000000453,0.73,Super Thunder,K2050,1874,K,54,False,3
